aerialWonPerGame,ap,assistTotal,goal,manOfTheMatch,minsPlayed,passSuccess,player_name,player_url,team_url,rank,rating,redCard,rgn,shotsPerGame,yellowCard,age,pos_AM(LR),pos_AM(L),pos_M(LR),pos_Midfielder,pos_D(CL),pos_AM(CR),pos_M(R),pos_FW,pos_Forward,pos_D(CR),pos_Goalkeeper,pos_AM(CLR),pos_Defender,pos_M(L),pos_M(C),pos_M(CLR),pos_M(CR),pos_D(L),pos_D(LR),pos_GK,pos_AM(C),pos_D(C),pos_AM(R),pos_DMC,pos_D(R),pos_AM(CL),pos_D(CLR),pos_M(CL),team
2.8,30,3.0,2.0,2.0,2691.0,78.7,San José,https://www.whoscored.com/Players/79051,https://www.whoscored.com/Teams/53,73,7.05,1.0,es,0.7,6.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Athletic Club
0.6,24,4.0,0.0,0.0,2149.0,87.2,Dani Alves,https://www.whoscored.com/Players/5780,https://www.whoscored.com/Teams/65,74,7.05,0.0,br,0.6,6.0,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Barcelona
0.5,29,6.0,0.0,0.0,2591.0,87.2,Jordi Alba,https://www.whoscored.com/Players/44288,https://www.whoscored.com/Teams/65,75,7.05,0.0,es,0.2,2.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Barcelona
1.8,16,0.0,0.0,0.0,1421.0,78.4,Cristiano Piccini,https://www.whoscored.com/Players/94831,https://www.whoscored.com/Teams/54,76,7.04,0.0,it,0.9,4.0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Real Betis
1.4,8,0.0,0.0,0.0,834.0,70.2,Lucas Hernández,https://www.whoscored.com/Players/139186,https://www.whoscored.com/Teams/63,77,7.04,0.0,fr,0.0,0.0,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Atletico Madrid
1.7,13,1.0,0.0,1.0,1167.0,77.7,Martín Montoya,https://www.whoscored.com/Players/91387,https://www.whoscored.com/Teams/54,78,7.04,0.0,es,0.1,4.0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Real Betis
0.3,33,10.0,4.0,4.0,2833.0,81.0,Marco Asensio,https://www.whoscored.com/Players/137467,https://www.whoscored.com/Teams/70,79,7.03,0.0,es,1.8,3.0,20,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Espanyol
0.4,32,5.0,1.0,2.0,2900.0,81.3,Beñat,https://www.whoscored.com/Players/22811,https://www.whoscored.com/Teams/53,80,7.03,0.0,es,0.8,8.0,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Athletic Club
2.9,20,0.0,1.0,5.0,1633.0,75.9,Heiko Westermann,https://www.whoscored.com/Players/5673,https://www.whoscored.com/Teams/54,81,7.02,2.0,de,0.8,3.0,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Real Betis
0.6,31,4.0,14.0,6.0,2668.0,77.5,Iago Aspas,https://www.whoscored.com/Players/91242,https://www.whoscored.com/Teams/62,82,7.02,0.0,es,2.3,8.0,29,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Celta Vigo
1.4,33,3.0,1.0,1.0,2886.0,70.6,De Marcos,https://www.whoscored.com/Players/78500,https://www.whoscored.com/Teams/53,83,7.02,0.0,es,0.4,6.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Athletic Club
3.8,33,3.0,12.0,4.0,3007.0,70.4,Charles,https://www.whoscored.com/Players/102157,https://www.whoscored.com/Teams/69,84,7.02,0.0,br,2.4,12.0,32,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malaga
2.3,26,2.0,2.0,1.0,2189.0,75.3,Sergio Álvarez,https://www.whoscored.com/Players/86826,https://www.whoscored.com/Teams/830,85,7.01,1.0,es,0.2,7.0,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Sporting Gijon
0.5,35,7.0,3.0,5.0,3119.0,87.3,Roberto Trashorras,https://www.whoscored.com/Players/25119,https://www.whoscored.com/Teams/64,86,7.01,0.0,es,0.9,10.0,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Rayo Vallecano
0.9,17,1.0,1.0,2.0,1538.0,78.4,Jaume Costa,https://www.whoscored.com/Players/69965,https://www.whoscored.com/Teams/839,87,7.01,0.0,es,0.2,8.0,28,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Villarreal
1.2,31,0.0,0.0,0.0,2694.0,90.5,Javier Mascherano,https://www.whoscored.com/Players/7415,https://www.whoscored.com/Teams/65,88,7.01,1.0,ar,0.1,9.0,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Barcelona
1.7,32,1.0,3.0,3.0,2829.0,73.3,Gonzalo Escalante,https://www.whoscored.com/Players/127764,https://www.whoscored.com/Teams/824,89,7.0,0.0,ar,0.7,15.0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Eibar
1.8,34,0.0,2.0,4.0,3010.0,79.7,Alfred N'Diaye,https://www.whoscored.com/Players/34123,https://www.whoscored.com/Teams/54,90,7.0,0.0,fr,0.7,6.0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Real Betis
1.1,33,4.0,1.0,1.0,2944.0,78.5,Hugo Mallo,https://www.whoscored.com/Players/79929,https://www.whoscored.com/Teams/62,91,7.0,0.0,es,0.2,9.0,25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Celta Vigo
0.4,15,1.0,1.0,1.0,1247.0,70.0,Gonzalo Castro,https://www.whoscored.com/Players/25945,https://www.whoscored.com/Teams/69,92,7.0,0.0,uy,1.3,1.0,31,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malaga
0.0,4,0.0,0.0,0.0,360.0,60.8,Kiko Casilla,https://www.whoscored.com/Players/23154,https://www.whoscored.com/Teams/52,93,6.99,0.0,es,0.0,0.0,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Real Madrid
1.9,10,0.0,0.0,0.0,1084.0,74.3,Rúben Vezo,https://www.whoscored.com/Players/130356,https://www.whoscored.com/Teams/55,94,6.99,0.0,pt,0.2,2.0,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Valencia
1.6,12,0.0,0.0,0.0,1153.0,89.8,Nacho,https://www.whoscored.com/Players/106875,https://www.whoscored.com/Teams/52,95,6.98,0.0,es,0.3,5.0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Real Madrid
2.9,30,1.0,0.0,2.0,2643.0,83.1,Aythami,https://www.whoscored.com/Players/24575,https://www.whoscored.com/Teams/838,96,6.98,2.0,es,0.3,9.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Las Palmas
1.1,35,5.0,0.0,2.0,3071.0,74.6,Roberto Rosales,https://www.whoscored.com/Players/40346,https://www.whoscored.com/Teams/69,97,6.98,0.0,ve,0.5,5.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Malaga
1.2,20,2.0,2.0,2.0,1719.0,74.8,Juan Vargas,https://www.whoscored.com/Players/14660,https://www.whoscored.com/Teams/54,98,6.98,1.0,pe,0.9,5.0,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Real Betis
2.1,17,4.0,11.0,1.0,1692.0,65.9,Fernando Torres,https://www.whoscored.com/Players/4056,https://www.whoscored.com/Teams/63,99,6.98,0.0,es,1.9,3.0,32,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atletico Madrid
0.3,27,3.0,3.0,0.0,2316.0,71.3,Keko,https://www.whoscored.com/Players/68706,https://www.whoscored.com/Teams/824,100,6.97,1.0,es,1.2,4.0,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Eibar
3.8,28,4.0,2.0,1.0,2313.0,79.1,Pablo Hernández,https://www.whoscored.com/Players/141879,https://www.whoscored.com/Teams/62,101,6.97,1.0,cl,0.8,14.0,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Celta Vigo
1.5,33,0.0,0.0,1.0,2897.0,78.4,Sidnei,https://www.whoscored.com/Players/40731,https://www.whoscored.com/Teams/59,102,6.97,0.0,br,0.2,2.0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Deportivo La Coruna
0.0,1,0.0,0.0,0.0,90.0,82.6,Guilherme Siqueira,https://www.whoscored.com/Players/20665,https://www.whoscored.com/Teams/63,103,6.97,0.0,br,0.0,1.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Atletico Madrid
2.3,10,0.0,0.0,0.0,925.0,78.2,Stefan Savic,https://www.whoscored.com/Players/77564,https://www.whoscored.com/Teams/63,104,6.97,0.0,me,0.2,1.0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Atletico Madrid
0.0,1,0.0,0.0,0.0,85.0,80.6,Sergi Darder,https://www.whoscored.com/Players/106596,https://www.whoscored.com/Teams/69,105,6.96,0.0,es,3.0,1.0,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Malaga
0.6,22,8.0,3.0,0.0,1922.0,76.9,Markel Susaeta,https://www.whoscored.com/Players/30638,https://www.whoscored.com/Teams/53,106,6.96,0.0,es,0.9,3.0,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Athletic Club
2.3,30,0.0,1.0,1.0,2700.0,78.5,Iñigo Martínez,https://www.whoscored.com/Players/106885,https://www.whoscored.com/Teams/68,107,6.95,0.0,es,0.5,7.0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Real Sociedad
0.7,18,3.0,0.0,1.0,1685.0,75.0,Mariano,https://www.whoscored.com/Players/40771,https://www.whoscored.com/Teams/67,108,6.95,0.0,br,0.4,6.0,30,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Sevilla
3.0,33,0.0,2.0,1.0,2877.0,79.6,Diego Llorente,https://www.whoscored.com/Players/123232,https://www.whoscored.com/Teams/64,109,6.95,1.0,es,0.4,11.0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Rayo Vallecano
1.7,30,0.0,1.0,0.0,2602.0,78.1,Aritz Elustondo,https://www.whoscored.com/Players/256864,https://www.whoscored.com/Teams/68,110,6.94,0.0,es,0.5,8.0,22,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Real Sociedad
0.5,16,1.0,4.0,1.0,1502.0,82.0,Yannick Carrasco,https://www.whoscored.com/Players/115472,https://www.whoscored.com/Teams/63,111,6.94,0.0,be,1.9,5.0,22,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Atletico Madrid
0.9,34,5.0,2.0,1.0,3122.0,62.9,Ander Capa,https://www.whoscored.com/Players/130377,https://www.whoscored.com/Teams/824,112,6.94,0.0,es,0.4,12.0,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Eibar
1.8,27,0.0,2.0,2.0,2553.0,69.7,Raúl Albentosa,https://www.whoscored.com/Players/135527,https://www.whoscored.com/Teams/69,113,6.93,0.0,es,0.6,11.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Malaga
0.7,21,5.0,0.0,2.0,1916.0,88.1,Sergi Roberto,https://www.whoscored.com/Players/90782,https://www.whoscored.com/Teams/65,114,6.93,0.0,es,0.5,1.0,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Barcelona
1.1,32,2.0,2.0,1.0,2874.0,72.9,Mario,https://www.whoscored.com/Players/79909,https://www.whoscored.com/Teams/839,115,6.93,0.0,es,1.0,8.0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Villarreal
0.8,32,4.0,0.0,0.0,2750.0,82.3,Recio,https://www.whoscored.com/Players/93820,https://www.whoscored.com/Teams/69,116,6.93,0.0,es,1.1,16.0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Malaga
2.1,25,1.0,3.0,1.0,2214.0,80.2,Aymeric Laporte,https://www.whoscored.com/Players/122117,https://www.whoscored.com/Teams/53,117,6.93,2.0,fr,0.7,7.0,22,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Athletic Club
0.3,25,4.0,4.0,4.0,2372.0,72.9,Denis Suárez,https://www.whoscored.com/Players/106525,https://www.whoscored.com/Teams/839,118,6.93,0.0,es,1.1,3.0,22,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Villarreal
0.5,31,5.0,7.0,4.0,2676.0,71.6,Morales,https://www.whoscored.com/Players/135321,https://www.whoscored.com/Teams/832,119,6.92,0.0,es,2.0,4.0,29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Levante
3.0,1,0.0,0.0,0.0,90.0,76.9,Javi Castellano,https://www.whoscored.com/Players/141024,https://www.whoscored.com/Teams/838,120,6.92,0.0,,1.0,0.0,29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Las Palmas
1.6,25,0.0,0.0,2.0,2026.0,76.9,Eric Bailly,https://www.whoscored.com/Players/243814,https://www.whoscored.com/Teams/839,121,6.92,1.0,ci,0.2,9.0,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Villarreal
0.1,32,0.0,0.0,0.0,2878.0,84.3,Claudio Bravo,https://www.whoscored.com/Players/14199,https://www.whoscored.com/Teams/65,122,6.92,0.0,cl,0.0,0.0,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Barcelona
1.3,6,2.0,0.0,1.0,536.0,78.8,Carlos Martínez,https://www.whoscored.com/Players/33462,https://www.whoscored.com/Teams/68,123,6.92,0.0,es,0.3,2.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Real Sociedad
2.7,31,0.0,2.0,1.0,2737.0,73.7,Alejandro Arribas,https://www.whoscored.com/Players/83081,https://www.whoscored.com/Teams/59,124,6.92,1.0,es,0.4,9.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Deportivo La Coruna
2.4,29,0.0,3.0,1.0,2485.0,77.7,Pape Diop,https://www.whoscored.com/Players/27384,https://www.whoscored.com/Teams/70,125,6.91,1.0,sn,0.7,13.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Espanyol
1.3,13,1.0,1.0,1.0,1173.0,78.4,Sergio Escudero,https://www.whoscored.com/Players/89856,https://www.whoscored.com/Teams/67,126,6.91,0.0,es,0.8,2.0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Sevilla
1.5,27,1.0,7.0,2.0,2448.0,71.2,Hernán Pérez,https://www.whoscored.com/Players/28785,https://www.whoscored.com/Teams/70,127,6.91,0.0,py,1.5,12.0,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Espanyol
1.3,6,0.0,1.0,0.0,506.0,91.8,Thomas Vermaelen,https://www.whoscored.com/Players/10209,https://www.whoscored.com/Teams/65,128,6.91,0.0,be,0.3,2.0,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Barcelona
2.0,27,2.0,16.0,1.0,2517.0,65.3,Youssef El-Arabi,https://www.whoscored.com/Players/70080,https://www.whoscored.com/Teams/925,129,6.91,0.0,ma,2.0,3.0,29,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Granada
1.9,23,0.0,0.0,0.0,2182.0,88.2,Raphael Varane,https://www.whoscored.com/Players/93206,https://www.whoscored.com/Teams/52,130,6.9,1.0,fr,0.5,4.0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Real Madrid
0.9,33,3.0,0.0,1.0,2906.0,77.6,Balenziaga,https://www.whoscored.com/Players/44739,https://www.whoscored.com/Teams/53,131,6.9,0.0,es,0.2,6.0,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Athletic Club
1.5,12,1.0,3.0,0.0,975.0,66.7,Emiliano Velázquez,https://www.whoscored.com/Players/120114,https://www.whoscored.com/Teams/819,132,6.9,0.0,uy,0.7,7.0,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Getafe
1.9,17,0.0,0.0,0.0,1520.0,83.7,Aderlan Santos,https://www.whoscored.com/Players/125953,https://www.whoscored.com/Teams/55,133,6.9,1.0,br,0.4,0.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Valencia
1.3,14,2.0,0.0,1.0,1248.0,76.7,Alberto De la Bella,https://www.whoscored.com/Players/23475,https://www.whoscored.com/Teams/68,134,6.89,0.0,es,0.3,5.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Real Sociedad
1.9,15,0.0,1.0,0.0,1350.0,79.0,Alexis,https://www.whoscored.com/Players/9255,https://www.whoscored.com/Teams/819,135,6.89,0.0,es,0.1,7.0,31,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Getafe
0.1,15,4.0,4.0,2.0,1613.0,79.8,Yevhen Konoplyanka,https://www.whoscored.com/Players/58467,https://www.whoscored.com/Teams/67,136,6.89,0.0,ua,1.6,4.0,26,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Sevilla
1.6,6,0.0,1.0,0.0,540.0,89.7,Fontàs,https://www.whoscored.com/Players/74938,https://www.whoscored.com/Teams/62,137,6.89,0.0,es,0.3,1.0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Celta Vigo
1.7,15,0.0,0.0,2.0,1462.0,77.1,Eneko Bóveda,https://www.whoscored.com/Players/73807,https://www.whoscored.com/Teams/53,138,6.89,0.0,es,0.2,1.0,27,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Athletic Club
0.7,25,7.0,6.0,3.0,2108.0,69.1,Luis Alberto,https://www.whoscored.com/Players/85077,https://www.whoscored.com/Teams/59,139,6.88,0.0,es,2.8,3.0,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Deportivo La Coruna
1.3,17,0.0,0.0,0.0,1551.0,78.5,Mikel González,https://www.whoscored.com/Players/14200,https://www.whoscored.com/Teams/68,140,6.88,0.0,es,0.3,1.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Real Sociedad
1.9,22,0.0,0.0,0.0,1853.0,83.2,Aymen Abdennour,https://www.whoscored.com/Players/83250,https://www.whoscored.com/Teams/55,141,6.88,0.0,tn,0.3,4.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Valencia
0.7,22,5.0,1.0,1.0,1963.0,79.3,Joaquín,https://www.whoscored.com/Players/3283,https://www.whoscored.com/Teams/54,142,6.88,0.0,es,0.9,3.0,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Real Betis
0.3,15,3.0,3.0,2.0,1356.0,78.8,Fede Cartabia,https://www.whoscored.com/Players/135238,https://www.whoscored.com/Teams/59,143,6.88,0.0,ar,2.0,3.0,23,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Deportivo La Coruna
0.8,27,10.0,5.0,2.0,2256.0,68.4,Roberto Soldado,https://www.whoscored.com/Players/18275,https://www.whoscored.com/Teams/839,144,6.87,0.0,es,1.4,12.0,31,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Villarreal
0.5,11,0.0,0.0,0.0,857.0,85.8,Augusto Fernández,https://www.whoscored.com/Players/25956,https://www.whoscored.com/Teams/63,145,6.87,0.0,ar,0.3,4.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Atletico Madrid
1.0,2,0.0,0.0,0.0,126.0,69.2,Bojan Jokic,https://www.whoscored.com/Players/22056,https://www.whoscored.com/Teams/839,146,6.87,1.0,si,0.0,0.0,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Villarreal
1.5,31,5.0,2.0,1.0,2706.0,80.3,Daniel Wass,https://www.whoscored.com/Players/27254,https://www.whoscored.com/Teams/62,147,6.87,0.0,dk,1.4,3.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Celta Vigo
0.8,27,6.0,3.0,1.0,2246.0,72.6,Bebé,https://www.whoscored.com/Players/89883,https://www.whoscored.com/Teams/64,148,6.87,0.0,pt,2.4,3.0,26,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rayo Vallecano
1.4,18,4.0,9.0,2.0,1549.0,74.3,Miku,https://www.whoscored.com/Players/44317,https://www.whoscored.com/Teams/64,149,6.87,0.0,ve,1.9,4.0,31,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Rayo Vallecano
0.9,28,6.0,1.0,3.0,2315.0,79.3,Víctor Sánchez,https://www.whoscored.com/Players/33556,https://www.whoscored.com/Teams/70,150,6.87,2.0,es,0.8,11.0,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Espanyol
1.7,28,1.0,0.0,0.0,2485.0,80.3,Etxeita,https://www.whoscored.com/Players/69806,https://www.whoscored.com/Teams/53,151,6.86,0.0,es,0.3,5.0,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Athletic Club
0.5,22,4.0,16.0,2.0,2084.0,74.4,Kevin Gameiro,https://www.whoscored.com/Players/19453,https://www.whoscored.com/Teams/67,152,6.86,0.0,fr,2.3,2.0,29,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Sevilla
2.5,22,1.0,3.0,2.0,1847.0,79.9,Steven N'Zonzi,https://www.whoscored.com/Players/39935,https://www.whoscored.com/Teams/67,153,6.86,1.0,fr,0.7,2.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Sevilla
1.7,32,0.0,0.0,1.0,2990.0,80.6,Víctor Ruiz,https://www.whoscored.com/Players/79558,https://www.whoscored.com/Teams/839,154,6.86,0.0,es,0.1,9.0,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Villarreal
1.3,7,0.0,0.0,0.0,630.0,78.6,Anaitz Arbilla,https://www.whoscored.com/Players/91438,https://www.whoscored.com/Teams/70,155,6.85,0.0,es,1.0,3.0,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Espanyol
1.1,4,1.0,2.0,0.0,496.0,87.9,Marc Bartra,https://www.whoscored.com/Players/83686,https://www.whoscored.com/Teams/65,156,6.85,0.0,es,0.4,0.0,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Barcelona
1.1,22,1.0,0.0,0.0,2048.0,69.4,Quini,https://www.whoscored.com/Players/115995,https://www.whoscored.com/Teams/64,157,6.85,0.0,es,0.7,7.0,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Rayo Vallecano
2.1,14,0.0,1.0,0.0,1250.0,79.9,Ricardo Costa,https://www.whoscored.com/Players/10110,https://www.whoscored.com/Teams/925,158,6.84,0.0,pt,0.6,7.0,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Granada
0.6,23,4.0,2.0,0.0,2053.0,75.0,Vitolo,https://www.whoscored.com/Players/91430,https://www.whoscored.com/Teams/67,159,6.84,1.0,es,0.9,4.0,26,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Sevilla
3.1,25,6.0,9.0,3.0,2422.0,67.7,Sergi Enrich,https://www.whoscored.com/Players/83358,https://www.whoscored.com/Teams/824,160,6.84,0.0,es,1.2,4.0,26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Eibar
